id,num_recipients,school,school_type,state,zip_code,avg_disbursed_loan,zip_median_household_income,degree_length,room_and_board_price,in_state_tuition,out_of_state_tuition,early_career_pay_estimate,mid_career_pay_estimate,stem_percent,total_enrollment,american_indian_alaska_native_enrolled,asian_enrolled,black_enrolled,hispanic_enrolled,native_hawaiian_pacific_islander_enrolled,non_resident_foreign_enrolled,total_minority_enrolled,two_or_more_races_enrolled,unknown_enrolled,white_enrolled,women_enrolled,county_name,county_labor_force,county_employed,county_unemployed
497,419,SPALDING UNIVERSITY,PRIVATE,KY,40203,3393.600674373796,15809,4 Year,7600.0,24500,24500,44800.0,79200.0,0.0,2311,3,32,425,66,5,8,588,57,267,1448,1698,Jefferson,380641,342218,38423
498,285,HOLY NAMES UNIVERSITY,PRIVATE,CA,94619,3694.697805642633,73938,4 Year,13190.0,39316,39316,,,,1191,6,179,260,305,37,38,808,21,53,292,830,Alameda,782680,695343,87337
499,529,VIRGINIA WESTERN COMMUNITY COLLEGE,PUBLIC,VA,24015,1514.634742740703,48927,2 Year,,5355,11283,,,,8632,19,231,1051,281,11,44,1874,281,57,6657,4760,Roanoke,49317,46114,3203
500,1458,LETOURNEAU UNIVERSITY,PRIVATE,TX,75602,2595.509197324415,32091,4 Year,9970.0,30210,30210,56600.0,98900.0,21.0,2667,10,28,278,227,2,116,644,99,353,1554,1373,Gregg,60467,55621,4846
501,397,HOWARD COMMUNITY COLLEGE,PUBLIC,MD,21044,2058.1930147058824,95456,2 Year,,4920,9060,,,,9920,26,1128,2835,903,26,428,5354,436,257,3881,5598,Howard,160815,151535,9280
502,1547,LEE UNIVERSITY,PRIVATE,TN,37311,2362.4713995026,30166,4 Year,7410.0,17690,17690,,,,4965,20,51,271,211,8,223,611,50,363,3768,2884,Bradley,46481,42041,4440
503,1142,OZARKS TECHNICAL COMMUNITY COLLEGE,PUBLIC,MO,65802,1665.3540705187372,33302,2 Year,,4000,6760,,,,14396,106,228,427,551,15,1,1734,407,304,12357,8329,Greene,144128,132202,11926
504,529,STANFORD UNIVERSITY,PRIVATE,CA,94305,3844.3596336738287,60682,4 Year,15763.0,51354,51354,79000.0,145200.0,51.0,16963,98,2630,633,1749,30,3879,6282,1142,584,6218,7034,Santa Clara,926868,828008,98860
505,103,KENTUCKY WESLEYAN COLLEGE,PRIVATE,KY,42301,1971.4558823529408,41614,4 Year,9764.0,26440,26440,42100.0,76800.0,14.0,709,1,3,102,12,0,5,118,0,103,483,326,Daviess,47121,42700,4421
506,1259,SAINT LOUIS UNIVERSITY,PRIVATE,MO,63103,3701.697512437811,31780,4 Year,12290.0,43884,43884,54200.0,95300.0,13.0,17052,13,1111,1091,567,0,973,3481,699,533,12065,10004,St. Louis,532792,485674,47118
507,5787,WEBSTER UNIVERSITY,PRIVATE,MO,63119,3631.013389608499,66275,4 Year,11050.0,27900,27900,46500.0,83500.0,2.0,16769,75,423,6217,1159,31,355,8219,314,1029,7166,9463,St. Louis,532792,485674,47118
508,1656,UNIVERSITY OF LA VERNE,PRIVATE,CA,91750,3276.387451378319,78455,4 Year,12850.0,43050,43050,,,,8517,33,423,542,3542,31,749,4768,197,1071,1929,5063,Los Angeles,4940672,4318722,621950
509,443,SOUTHEASTERN OKLAHOMA STATE UNIVERSITY,PUBLIC,OK,74701,2411.773469387755,37937,4 Year,6970.0,6750,15390,45000.0,80500.0,15.0,3878,698,37,208,154,7,97,1626,522,0,2155,2102,Bryan,18483,17387,1096
510,248,PENINSULA COLLEGE,PUBLIC,WA,98362,1505.9844444444443,45118,2 Year,,5023,9852,,,,2342,93,39,68,157,6,100,496,133,336,1410,1284,Clallam,29006,26094,2912
511,14,NEW MEXICO MILITARY INSTITUTE,PUBLIC,NM,88201,1931.380281690141,42891,2 Year,5576.0,6797,14469,,,,459,5,14,85,105,31,41,268,28,1,149,71,Chaves,27829,25820,2009
512,996,PRINCE GEORGE'S COMMUNITY COLLEGE,PUBLIC,MD,20774,1559.9278376990242,95807,2 Year,,4700,10610,,,,13678,52,479,9893,1340,22,325,12138,352,478,737,8455,Prince George's,480390,443412,36978
513,793,EDINBORO UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,16444,2300.97221016066,-,4 Year,9408.0,10543,15062,,,,6837,13,55,555,181,5,113,961,152,83,5680,4225,Erie,135877,123620,12257
514,311,ROSEMONT COLLEGE,PRIVATE,PA,19010,2829.5355776587603,98273,4 Year,12438.0,19900,19900,,,,890,1,35,302,46,0,17,417,33,50,406,634,Delaware,285261,263174,22087
515,1423,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,19383,2434.02048244362,-,4 Year,9716.0,10412,21986,,,,16086,18,356,1644,757,17,126,3187,395,64,12709,9818,Chester,268854,252589,16265
516,6321,TROY UNIVERSITY,PUBLIC,AL,36082,2184.0171023293324,-,4 Year,8185.0,12460,22875,44500.0,81500.0,8.0,19041,143,140,6840,666,19,652,8294,486,830,9265,11948,Pike,15698,14229,1469
517,111,NEOSHO COUNTY COMMUNITY COLLEGE,PUBLIC,KS,66720,1538.258872651357,38434,2 Year,6100.0,3120,3120,,,,2212,45,26,149,83,0,166,305,2,2,1739,1413,Neosho,7408,6657,751
518,271,SCHOOL OF VISUAL ARTS,PROPRIETARY,NY,10010,3205.700663553698,94242,4 Year,17500.0,39900,39900,,,,4397,39,545,244,226,20,1495,1074,0,201,1627,2757,New York,887865,811259,76606
519,1097,CENTRAL LAKES COLLEGE,PUBLIC,MN,56401,1966.0783689072955,41582,2 Year,4000.0,5492,5492,,,,4333,72,24,113,102,6,3,463,146,56,3811,2406,Crow Wing,32059,28999,3060
520,326,ARIZONA WESTERN COLLEGE,PUBLIC,AZ,85365,1412.5627864344638,49473,2 Year,6700.0,2520,9510,,,,7702,92,87,225,5233,23,236,5745,85,247,1474,4359,Yuma,92909,69699,23210
521,67,SANTIAGO CANYON COLLEGE,PUBLIC,CA,92869,1884.3491379310344,94545,2 Year,,1418,10208,,,,11202,23,805,197,5118,25,62,6614,446,424,4102,4590,Orange,1537701,1383916,153785
522,93,KENTUCKY CHRISTIAN UNIVERSITY,PRIVATE,KY,41143,1960.7425629290617,37374,4 Year,8270.0,19820,19820,39600.0,70300.0,3.0,658,2,4,56,8,0,13,77,7,128,440,302,Carter,11990,10286,1704
523,1804,HENNEPIN TECHNICAL COLLEGE,PUBLIC,MN,55445,2017.0032271077048,74105,2 Year,,5119,5119,,,,5985,28,557,1401,357,10,37,2558,205,188,3202,2494,Hennepin,651084,605608,45476
524,152,LAGRANGE COLLEGE,PRIVATE,GA,30240,2556.5326223337515,45861,4 Year,11630.0,30470,30470,,,,964,7,8,212,18,0,5,276,31,8,675,521,Troup,32636,28823,3813
525,163,WESTERN OKLAHOMA STATE COLLEGE,PUBLIC,OK,73521,1584.18341307815,41472,2 Year,5250.0,4250,8605,,,,1460,25,11,125,268,3,36,546,114,131,747,888,Jackson,11453,10802,651
526,340,BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,PUBLIC,KY,41653,1578.6411682892906,28241,2 Year,,5310,18000,,,,4638,7,8,29,28,0,4,100,28,265,4269,2244,Floyd,14018,12113,1905
527,92,APEX SCHOOL OF THEOLOGY,PRIVATE,NC,27703,3838.754756871036,51256,4 Year,,6200,6200,,,,770,0,1,735,2,0,0,738,0,0,32,500,Durham,143974,132237,11737
528,2,SOUTHWESTERN MICHIGAN COLLEGE,PUBLIC,MI,49047,7135.0,37468,2 Year,6500.0,5145,6675,,,,2567,29,21,268,132,1,6,581,130,94,1886,1493,Cass,24365,21670,2695
529,1114,VIRGINIA STATE UNIVERSITY,PUBLIC,VA,23806,2008.431405895692,-,4 Year,11208.0,9056,19576,44900.0,81800.0,14.0,5025,15,23,4283,99,1,13,4421,0,444,147,2997,Chesterfield,168850,156230,12620
530,211,WESTERN CAROLINA UNIVERSITY,PUBLIC,NC,28723,2384.803907380608,24457,4 Year,9682.0,4220,8220,44700.0,77700.0,8.0,10382,87,134,669,496,12,279,1718,320,98,8287,5846,Jackson,18503,16502,2001
531,40,MID-ATLANTIC CHRISTIAN UNIVERSITY,PRIVATE,NC,27909,2247.151515151515,45407,4 Year,8600.0,14400,14400,,,,196,2,3,52,3,0,3,62,2,2,129,118,Pasquotank,18561,16739,1822
532,3,MCLENNAN COMMUNITY COLLEGE,PUBLIC,TX,76708,4314.375,39892,2 Year,,3450,5700,,,,8294,21,118,1156,2142,4,2,3654,213,36,4602,5450,McLennan,113062,104694,8368
533,627,VITERBO UNIVERSITY,PRIVATE,WI,54601,2468.0586236193712,42174,4 Year,9060.0,27970,27970,46800.0,81900.0,3.0,2804,9,40,46,61,1,38,202,45,15,2549,2045,La Crosse,65661,61376,4285
534,211,FREMONT COLLEGE,PROPRIETARY,CA,90703,1697.0639344262297,87522,2 Year,,36400,36400,,,,387,0,23,95,194,6,0,330,12,33,24,243,Los Angeles,4940672,4318722,621950
535,497,SETON HILL UNIVERSITY,PRIVATE,PA,15601,2956.629927007299,51198,4 Year,11884.0,35748,35748,,,,2247,3,24,137,58,3,62,280,55,45,1860,1444,Westmoreland,184725,169951,14774
536,451,THOMAS UNIVERSITY,PRIVATE,GA,31792,2505.057706909643,32039,4 Year,4800.0,16940,16940,,,,1138,2,14,287,41,4,42,348,0,255,493,708,Thomas,17948,15894,2054
537,202,ARCADIA UNIVERSITY,PRIVATE,PA,19038,2155.641713543921,84169,4 Year,13800.0,43580,43580,,,,3939,7,181,361,206,5,92,883,123,325,2639,2822,Montgomery,429194,400320,28874
538,377,NORTH CENTRAL COLLEGE,PRIVATE,IL,60540,1699.6342434584756,105650,4 Year,11019.0,38880,38880,50400.0,92900.0,9.0,3043,3,66,118,276,2,56,544,79,217,2226,1676,DuPage,502193,457100,45093
539,284,LEBANON VALLEY COLLEGE,PRIVATE,PA,17003,2818.831499051233,60750,4 Year,11860.0,43650,43650,,,,1901,5,43,48,92,3,4,234,43,80,1583,1038,Lebanon,69857,64798,5059
540,235,AMRIDGE UNIVERSITY,PRIVATE,AL,36117,3172.228150873965,62370,4 Year,,6900,6900,35700.0,65900.0,0.0,625,0,4,255,5,0,0,264,0,180,181,372,Montgomery,108868,98105,10763
541,18,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PRIVATE,PA,15206,2109.5494505494507,35205,2 Year,,15325,15325,,,,217,0,1,24,3,0,0,28,0,0,189,115,Allegheny,634199,587635,46564
542,1175,NORTHEASTERN ILLINOIS UNIVERSITY,PUBLIC,IL,60625,2217.881105641802,53233,4 Year,11424.0,14022,25907,,,,10275,23,905,1048,3260,26,557,5429,167,268,4021,5846,Cook,2640576,2350480,290096
543,391,ALFRED UNIVERSITY,PRIVATE,NY,14802,2475.943613707165,30547,4 Year,12516.0,33484,33484,,,,2310,3,44,190,165,0,94,452,50,345,1419,1194,Allegany,24270,22004,2266
544,194,GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE,PRIVATE,MO,63110,4614.497826086957,39395,4 Year,,21150,21150,,,,715,0,23,43,15,1,0,97,15,40,578,633,St. Louis,532792,485674,47118
545,448,UNIVERSITY OF MARY HARDIN-BAYLOR,PRIVATE,TX,76513,2307.352290272774,57546,4 Year,8446.0,28750,28750,,,,3740,21,59,485,604,10,404,1261,82,89,1986,2191,Bell,132031,121787,10244
546,808,JAMES A. RHODES STATE COLLEGE,PUBLIC,OH,45804,1210.4341612793469,25821,2 Year,,5104,10210,,,,3657,25,16,222,47,0,0,332,22,139,3186,2345,Allen,52085,46498,5587
547,845,BROOME COMMUNITY COLLEGE,PUBLIC,NY,13905,1437.9876644736842,32913,2 Year,11818.0,5482,10210,,,,5944,10,35,141,314,0,179,513,13,1830,3422,3365,Broome,97931,89241,8690
548,762,JACKSONVILLE UNIVERSITY,PRIVATE,FL,32211,2836.617094017094,40345,4 Year,14080.0,36670,36670,50100.0,90400.0,5.0,4085,14,70,607,277,8,132,1089,113,807,2057,2714,Duval,450860,401244,49616
549,85,COLORADO SCHOOL OF TRADES,PROPRIETARY,CO,80215,2524.7932960893854,53465,2 Year,,21500,21500,,,,196,0,0,0,2,1,0,3,0,150,43,1,Jefferson,303208,276614,26594
550,151,DEFIANCE COLLEGE,PRIVATE,OH,43512,2312.747252747253,48798,4 Year,10220.0,32730,32730,,,,920,9,7,104,45,0,13,171,6,30,706,450,Defiance,19999,17560,2439
551,68,PACIFIC OAKS COLLEGE,PRIVATE,CA,91103,4243.174672489083,58287,4 Year,,34830,34830,,,,1176,4,50,152,541,8,4,767,12,87,318,1082,Los Angeles,4940672,4318722,621950
552,144,CLOVIS COMMUNITY COLLEGE,PUBLIC,NM,88101,957.0171073094868,40894,2 Year,,1296,2904,,,,3745,22,60,182,1180,17,0,1515,54,191,2039,2437,Curry,21443,20344,1099
553,73,CLEARY UNIVERSITY,PRIVATE,MI,48105,1647.5516483516485,59141,4 Year,9600.0,20250,20250,47400.0,84700.0,0.0,537,0,14,41,12,0,30,67,0,41,399,290,Washtenaw,181304,167031,14273
554,0,SIERRA NEVADA COLLEGE,PRIVATE,NV,89451,7466.666666666667,81375,4 Year,13357.0,34241,34241,54000.0,95500.0,2.0,1039,31,19,41,33,10,24,137,3,158,720,599,Washoe,220840,191887,28953
555,66,CENTRAL BAPTIST COLLEGE,PRIVATE,AR,72034,2252.652709359606,50213,4 Year,7500.0,16200,16200,36900.0,68000.0,3.0,858,12,2,175,33,1,25,235,12,2,596,402,Faulkner,58662,54585,4077
556,4,GOVERNORS STATE UNIVERSITY,PUBLIC,IL,60466,3225.0,48013,4 Year,10346.0,12196,21586,,,,5776,15,117,2222,488,8,118,2951,101,429,2278,4049,Cook,2640576,2350480,290096
557,328,DREW UNIVERSITY,PRIVATE,NJ,7940,3022.9381584974803,108533,4 Year,14108.0,39500,39500,52800.0,95000.0,16.0,2113,4,105,249,204,2,180,616,52,301,1016,1247,Morris,265315,245371,19944
558,161,WESTERN WYOMING COMMUNITY COLLEGE,PUBLIC,WY,82901,1626.1633281972263,71310,2 Year,5740.0,2712,7224,,,,3472,25,30,34,405,7,75,554,53,2,2841,1795,Sweetwater,23023,21395,1628
559,3120,UNIVERSITY OF UTAH,PUBLIC,UT,84112,3143.1378139850644,9327,4 Year,10262.0,9222,29215,54800.0,102600.0,22.0,31515,126,1590,401,2718,171,2804,5995,989,1218,21498,14028,Salt Lake,546019,503514,42505
560,556,EAST CENTRAL COLLEGE,PUBLIC,MO,63084,1687.9018567639257,49515,2 Year,,3240,6120,,,,3606,17,19,36,46,3,0,122,1,61,3423,2211,Franklin,53206,47232,5974
561,1,VIRGINIA MILITARY INSTITUTE,PUBLIC,VA,24450,8473.5,46372,4 Year,9428.0,18862,45706,65900.0,120600.0,47.0,1700,6,75,86,82,13,25,290,28,1,1384,188,Rockbridge,11158,10297,861
562,1077,BENEDICTINE UNIVERSITY,PRIVATE,IL,60532,2825.10326449034,72708,4 Year,9480.0,34290,34290,,,,6307,20,755,703,464,15,132,1957,0,1407,2811,4005,DuPage,502193,457100,45093
563,661,GATEWAY COMMUNITY AND TECHNICAL COLLEGE,PUBLIC,KY,41011,1755.1919654893502,38243,2 Year,,5350,18040,,,,4594,11,31,403,137,5,3,687,100,115,3789,2319,Kenton,84234,75923,8311
564,138,OBERLIN COLLEGE,PRIVATE,OH,44074,2613.5780795344326,57768,4 Year,16338.0,55054,55054,53100.0,96800.0,21.0,2978,3,124,154,215,2,218,666,168,23,2071,1647,Lorain,153525,139440,14085
565,112,FLORIDA KEYS COMMUNITY COLLEGE,PUBLIC,FL,33040,2150.617948717949,52038,2 Year,10200.0,3277,13162,,,,1033,5,23,74,31,5,3,156,18,190,684,573,Monroe,41862,38716,3146
566,0,QUINEBAUG VALLEY COMMUNITY COLLEGE,PUBLIC,CT,6239,2515.25,53239,2 Year,,4399,13167,,,,1883,6,38,51,264,2,0,392,31,56,1435,1149,Windham,64559,57576,6983
567,136,HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,PRIVATE,PA,17101,1945.7936507936508,21603,4 Year,6800.0,23900,23900,,,,892,3,23,114,29,0,537,185,16,12,158,288,Dauphin,140162,129234,10928
568,55,ERSKINE COLLEGE,PRIVATE,SC,29639,2494.019556714472,47262,4 Year,10900.0,34560,34560,43500.0,78000.0,28.0,753,3,6,125,22,0,0,156,0,139,458,328,Abbeville,11026,9506,1520
569,50,MENLO COLLEGE,PRIVATE,CA,94027,3052.006079027356,240833,4 Year,14225.0,42800,42800,61900.0,112400.0,0.0,794,6,56,55,166,21,104,359,55,64,267,325,San Mateo,392869,359249,33620
570,560,COMMUNITY COLLEGE OF RHODE ISLAND,PUBLIC,RI,2886,1695.0846313603322,59220,2 Year,,4564,12156,,,,17553,98,541,1667,3375,8,17,6437,748,714,10385,10371,Kent,95049,84080,10969
571,32,SCRIPPS COLLEGE,PRIVATE,CA,91711,3484.1776504297995,82623,4 Year,16932.0,55024,55024,,,,988,1,181,31,93,1,45,368,61,92,483,982,Los Angeles,4940672,4318722,621950
572,693,CENTRAL PENN COLLEGE,PROPRIETARY,PA,17093,1641.47900390625,68875,4 Year,8094.0,18714,18714,,,,1330,6,23,285,11,0,0,325,0,157,848,861,Cumberland,124103,115890,8213
573,537,UNIVERSITY OF HAWAII AT HILO,PUBLIC,HI,96720,3115.391124260355,52602,4 Year,11406.0,7720,20680,44000.0,77200.0,14.0,3924,20,806,46,457,391,166,2849,1129,13,896,2378,Hawaii,88539,79996,8543
574,115,MAYVILLE STATE UNIVERSITY,PUBLIC,ND,58257,2094.489664082688,41577,4 Year,7840.0,6666,9399,43700.0,81300.0,10.0,1081,19,2,70,51,5,29,179,32,6,867,610,Traill,4571,4405,166
575,120,GAVILAN COLLEGE,PUBLIC,CA,95020,2072.4153846153845,78428,2 Year,,1418,8408,,,,5531,29,327,122,3087,19,4,3684,100,167,1676,2909,Santa Clara,926868,828008,98860
576,342,HAZARD COMMUNITY AND TECHNICAL COLLEGE,PUBLIC,KY,41701,1478.8425472358292,34813,2 Year,,5310,18000,,,,3462,9,4,38,23,1,2,90,15,42,3328,1850,Perry,11122,9806,1316
577,704,ZANE STATE COLLEGE,PUBLIC,OH,43701,1263.1936560934892,37375,2 Year,,5070,9930,,,,4009,16,10,110,14,1,0,286,135,553,3170,2019,Muskingum,41717,36461,5256
578,123,LIFE PACIFIC COLLEGE,PRIVATE,CA,91773,2071.976868327402,74351,4 Year,8390.0,15804,15804,,,,584,1,28,24,161,10,0,244,20,13,327,299,Los Angeles,4940672,4318722,621950
579,288,COLLEGE OF THE REDWOODS,PUBLIC,CA,95501,1964.2748487467588,37598,2 Year,8231.0,1418,9188,,,,4965,287,151,113,885,45,0,1829,348,294,2842,2736,Humboldt,66064,58933,7131
580,202,EAST TEXAS BAPTIST UNIVERSITY,PRIVATE,TX,75670,2247.43423019432,32165,4 Year,9079.0,26370,26370,,,,1299,8,4,270,140,2,25,467,43,10,797,680,Harrison,30878,27961,2917
581,208,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,NY,10021,3216.3949543279687,109343,4 Year,16832.0,33778,33778,,,,1858,16,54,183,311,3,91,592,25,108,1067,1424,New York,887865,811259,76606
582,238,MCNALLY SMITH COLLEGE OF MUSIC,PROPRIETARY,MN,55101,2590.2699905926625,43717,4 Year,6260.0,29300,29300,,,,518,5,10,42,15,0,34,105,33,4,375,144,Ramsey,270269,250065,20204
583,25,DEAN COLLEGE,PRIVATE,MA,2038,3357.721739130435,92066,2 Year,16836.0,39734,39734,,,,1325,5,23,179,72,1,117,318,38,236,654,708,Norfolk,358241,332356,25885
584,84,TRINITY BIBLE COLLEGE,PRIVATE,ND,58436,2237.86815920398,38698,4 Year,6132.0,16320,16320,,,,230,10,0,18,4,6,2,47,9,0,181,83,Dickey,2862,2771,91
585,11,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,PUBLIC,CT,6098,1258.142857142857,58030,2 Year,,4404,13172,,,,1614,1,27,42,138,2,1,242,32,62,1309,1109,Litchfield,108289,98339,9950
586,146,REINHARDT UNIVERSITY,PRIVATE,GA,30183,2288.185149469624,56729,4 Year,10200.0,23300,23300,,,,1422,5,9,253,83,0,2,350,0,76,994,691,Cherokee,112852,102814,10038
587,889,UNIVERSITY OF TAMPA,PRIVATE,FL,33606,2789.601883297314,62742,4 Year,10810.0,29208,29208,,,,7683,17,127,404,914,6,923,1659,191,666,4435,4299,Hillsborough,640114,573638,66476
588,1642,COMMUNITY COLLEGE OF BALTIMORE COUNTY,PUBLIC,MD,21228,1517.182767624021,70893,2 Year,,4896,11736,,,,22887,96,1221,8800,1012,54,857,11965,782,105,9960,13867,Baltimore,432111,395705,36406
589,532,CLOVER PARK TECHNICAL COLLEGE,PUBLIC,WA,98499,1591.725015913431,38469,2 Year,,4271,4271,,,,3682,30,274,552,256,75,25,1374,187,264,2019,2370,Pierce,387830,351104,36726
590,225,ITASCA COMMUNITY COLLEGE,PUBLIC,MN,55744,1803.142566191446,51196,2 Year,5920.0,5920,7102,,,,1222,44,5,68,34,1,26,208,56,10,978,551,Itasca,22514,20225,2289
591,4889,UNIVERSITY OF SOUTHERN CALIFORNIA,PRIVATE,CA,90089,5721.71206918082,9219,4 Year,15395.0,56225,56225,64500.0,120600.0,23.0,42453,73,7696,2238,5286,104,9709,16777,1380,2045,13922,22112,Los Angeles,4940672,4318722,621950
592,2819,UNIVERSITY OF SOUTHERN MISSISSIPPI,PUBLIC,MS,39406,2597.0363765625925,-,4 Year,9857.0,8734,10734,45100.0,83900.0,11.0,14792,48,172,4033,457,14,375,5040,316,69,9308,9344,Forrest,34157,30915,3242
593,78,TRINITY UNIVERSITY,PRIVATE,TX,78212,3092.864271457086,34523,4 Year,13464.0,42976,42976,54900.0,102900.0,27.0,2432,7,142,99,454,1,168,811,108,91,1362,1292,Bexar,813648,754040,59608
594,682,TROCAIRE COLLEGE,PRIVATE,NY,14220,2335.2996469549867,46545,2 Year,,17650,17650,,,,1467,18,26,203,43,2,1,302,10,135,1029,1270,Erie,466015,426603,39412
595,674,EASTERN NEW MEXICO UNIVERSITY,PUBLIC,NM,88130,2115.060621369033,35796,4 Year,7162.0,6206,8128,,,,5879,156,66,256,1937,26,126,2586,145,435,2732,3478,Roosevelt,8349,7850,499
596,16,NORTHERN MAINE COMMUNITY COLLEGE,PUBLIC,ME,4769,1700.6963746223564,39018,2 Year,7818.0,3820,6640,,,,1079,22,8,14,16,2,18,70,8,79,912,596,Aroostook,34871,31361,3510
597,281,PEARL RIVER COMMUNITY COLLEGE,PUBLIC,MS,39470,1595.6131631967764,38653,2 Year,4900.0,3500,5898,,,,4529,16,30,1213,90,0,0,1349,0,94,3086,2847,Pearl River,23474,21307,2167
598,191,CENTRAL WYOMING COLLEGE,PUBLIC,WY,82501,1677.5516178736518,47025,2 Year,6681.0,3120,7632,,,,2082,211,15,20,211,3,9,515,55,38,1520,1137,Fremont,20890,19321,1569
599,33,TENNESSEE TECHNOLOGICAL UNIVERSITY,PUBLIC,TN,38505,3820.768361581921,-,4 Year,9736.0,9103,25759,53100.0,95100.0,28.0,11339,17,147,416,252,4,1249,1086,250,43,8961,5052,Putnam,34037,30785,3252
600,986,EASTERN UNIVERSITY,PRIVATE,PA,19087,2987.628908964559,103020,4 Year,11254.0,33122,33122,,,,3762,17,75,1012,420,4,126,1545,17,261,1830,2594,Chester,268854,252589,16265
601,903,JOHN F. KENNEDY UNIVERSITY,PRIVATE,CA,94523,3459.2199618563254,79128,4 Year,,18261,18261,,,,1230,21,103,140,153,14,42,485,54,94,609,918,Contra Costa,525745,466727,59018
602,2143,MERCY COLLEGE,PRIVATE,NY,10522,3157.476167869351,104170,4 Year,14400.0,19042,19042,,,,11272,26,423,2663,3208,28,106,6542,194,517,4107,8199,Westchester,479056,443099,35957
603,3611,TECHNICAL CAREER INSTITUTES,PROPRIETARY,NY,10001,1740.7830671421923,67795,2 Year,,13800,13800,,,,2762,3,102,1263,925,4,33,2340,43,249,140,949,New York,887865,811259,76606
604,150,SANTA CLARA UNIVERSITY,PRIVATE,CA,95053,10568.394736842103,-,4 Year,14910.0,51711,51711,69900.0,134700.0,29.0,9015,10,1416,238,1283,20,1213,3428,461,683,3691,4511,Santa Clara,926868,828008,98860
605,9,WESTERN NEW ENGLAND UNIVERSITY,PRIVATE,MA,1119,8193.644859813085,45855,4 Year,13590.0,36804,36804,56400.0,103000.0,21.0,3922,10,147,234,273,2,111,708,42,351,2752,1761,Hampden,220874,198838,22036
606,561,BERGEN COMMUNITY COLLEGE,PUBLIC,NJ,7652,1555.4865120681495,104105,2 Year,,5610,10650,,,,15651,23,1099,961,3904,58,1020,6299,254,3232,5100,7531,Bergen,480383,441327,39056
607,548,EL PASO COMMUNITY COLLEGE,PUBLIC,TX,79915,1497.0450785773369,24928,2 Year,,3540,6060,,,,28308,97,196,680,24203,43,548,25229,10,316,2215,16097,El Paso,341489,309927,31562
608,448,BAKERSFIELD COLLEGE,PUBLIC,CA,93305,1931.1972375690607,36340,2 Year,,1418,7838,,,,18698,73,689,748,12269,19,48,14389,591,103,4158,10486,Kern,372229,312566,59663
609,222,NORTH CENTRAL MISSOURI COLLEGE,PUBLIC,MO,64683,1965.301603206413,36923,2 Year,6055.0,3510,6210,,,,1746,6,3,33,19,0,20,61,0,32,1633,1210,Grundy,4817,4434,383
610,47,MANHATTAN SCHOOL OF MUSIC,PRIVATE,NY,10027,5744.435869565217,35157,4 Year,13135.0,47300,47300,,,,957,0,73,20,43,0,483,162,26,37,275,530,New York,887865,811259,76606
611,62,BORICUA COLLEGE,PRIVATE,NY,10032,2479.0460526315787,35079,4 Year,,11025,11025,,,,1163,0,0,170,957,3,0,1130,0,23,10,876,New York,887865,811259,76606
612,250,VENTURA COLLEGE,PUBLIC,CA,93003,2210.3611416026347,70866,2 Year,,1418,9218,,,,12928,59,608,307,7324,28,21,8789,463,233,3885,7128,Ventura,430235,382449,47786
613,557,GUILFORD COLLEGE,PRIVATE,NC,27410,2456.902280130293,63703,4 Year,11200.0,38250,38250,,,,2137,9,61,479,114,3,35,736,70,27,1339,1138,Guilford,252937,225137,27800
614,605,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PRIVATE,PA,19063,1819.053586862576,81856,2 Year,6000.0,13365,13365,,,,661,1,20,393,40,1,0,464,9,105,92,504,Delaware,285261,263174,22087
615,418,COLUMBIA STATE COMMUNITY COLLEGE,PUBLIC,TN,38401,1530.847191011236,44235,2 Year,,4473,17379,,,,5117,20,51,378,206,4,19,781,122,61,4256,3189,Maury,41524,36334,5190
616,103,SAN JOSE CITY COLLEGE,PUBLIC,CA,95128,2029.8310185185185,61728,2 Year,,1448,8438,,,,9072,44,2180,627,3761,52,14,7034,370,477,1547,5058,Santa Clara,926868,828008,98860
617,275,TOUGALOO COLLEGE,PRIVATE,MS,39174,2814.520025031289,15000,4 Year,6643.0,10790,10790,36900.0,66400.0,18.0,900,1,0,887,4,0,4,892,0,0,4,588,Madison,48853,45347,3506
618,4033,INDIANA WESLEYAN UNIVERSITY,PRIVATE,IN,46953,2906.5484376440227,32248,4 Year,8312.0,25980,25980,,,,14943,50,133,2935,473,12,51,3876,273,43,10973,9997,Grant,33556,29763,3793
619,1,MERCER UNIVERSITY,PRIVATE,GA,31207,4500.0,-,4 Year,11616.0,36894,36894,48500.0,85100.0,14.0,8552,45,566,2550,330,12,341,3647,144,444,4120,5302,Bibb,70421,62130,8291
620,206,GREENSBORO COLLEGE,PRIVATE,NC,27401,2530.297976273552,27418,4 Year,10800.0,29140,29140,,,,905,7,7,280,32,1,1,355,28,70,479,471,Guilford,252937,225137,27800
621,151,WELLS COLLEGE,PRIVATE,NY,13026,2132.206013363029,54485,4 Year,14100.0,40700,40700,,,,550,4,11,68,49,2,8,135,1,39,368,366,Cayuga,39915,36448,3467
